data_pid,location,price,time,title,month,brand,series,model,storage,coment
,        서울 양천구 신정3동      ,390000,,아이폰13미니,,애플,아이폰 13,mini,128, 아이폰 13미니 입니다.  떨어뜨린적없고요. 기스 없고 s급 입니다.  128gb 이고요. 풀박스 입니다.  판매또는 추가비용 드리고 갤럭시 24 교환 원합니다.
,        전북 전주시 덕진구 송천2동      ,600000,,아이폰13프로 판매합니다.,,애플,아이폰 13,pro,128,아이폰13프로 128기가 배터리성능85퍼 풀박 상태aa~s급 색상 그래파이트
,        경기도 하남시 위례동      ,720000,,애플  아이폰13프로 256 그래파이트 색상,,애플,아이폰 13,pro,256,"애플  아이폰13프로 256 그래파이트 색상   배터리 88% 기스 찍힘 없음 (수리내역없음,투명 케이스사용중) 카메라액정필름붙임,충전케이블,박스,보조배터리,슈피겐 액정필름 1장 및 가죽케이스 (선물받고 2-3주 사용해서 상태 좋아요)드립니다  *사진참고 * 상태 보시고 거래합니다~"
,        서울 강서구 발산제1동      ,410000,,아이폰13미니 레드!!! 256gb!!!,,애플,아이폰 13,pro,256,외관 상태는 사진과 같이 좋은 컨디션이에요 배터리 82프로에요 25프로 선택 약정 가능하고 유심만 꽂고 사용하시면 되요  마곡나루역1번 출구 거래요
,        부산 해운대구 우동      ,970000,,아이폰 13 미니 자급제  새상품입니다,,애플,아이폰 13,mini,256,아이폰 13 미니 자급제  새상품입니다 애플코리아 정품입니다 애플케어플러스 가입 가능합니다 유심만 넣으면 바로 사용가능합니다 미개봉 256기가 97만원입니다
,        부산 수영구 민락동      ,970000,,아이폰 13 미니 자급제  새상품입니다,,애플,아이폰 13,mini,256,아이폰 13 미니 자급제 새상품입니다 애플코리아 정품입니다 애플케어플러스 가입 가능합니다 유심만 넣으면 바로 사용가능합니다 미개봉 256기가 97만원입니다
,        인천 서구 청라1동      ,690000,,아이폰13프로 실버 256기가 팝니다,,애플,아이폰 13,pro,256,"아이폰13프로 실버 256기가 팝니다 외관상태 a급이상이에요 엄청 좋습니다 찍힘x 기능안되는거없이 다 잘되구요 배터리성능 86입니다 본체,투명케이스,어댑터,케이블,유심핀 드려요 박스는 다른기종 박스있는데 원하시면 드릴게요  네고x 챗주세요~"
,        경기도 하남시 미사3동      ,750000,,아이폰13프로 256 기가 그라파이트 자급제 미개봉,,애플,아이폰 13,pro,256,아껴쓰고 자주 사용하지 않아 하자 없고 예쁩니다 핸드폰 기종 변경을 위해 팝니다 미사역에서 거래 가능해요 관심 있으면 연락주세요 :) 단품 입니다 쿨거래시 70 배터리는 97% …
,        서울 도봉구 창제4동      ,700000,,아이폰13미니 128g 핑크 미개봉 팝니다.,,애플,아이폰 13,mini,128,아이폰13미니 128g 핑크 미개봉품 팝니다.  미개봉품이라 선물용으로도 좋습니다.  직거래 장소는 지하철 4호선 창동역 또는 노원역 입니다.
,        대구 달서구 월성1동      ,310000,,아이폰13미니 128 100%,,애플,아이폰 13,mini,128,액정 베터리 사설 사진참고바랍니다  작동은 잘되요 
,        전북 군산시 나운동      ,650000,,아이폰 13프로 팝니다,,애플,아이폰 13,pro,,아이폰 13프로 입니다 배터리는 사진 마지막장 보신것과 같이 85프로이고 찍힘 기스같은건 일단 제눈엔 안보입니다 사진에 있는 케이스도 같이 드리고 현쟈 액정필름도 되어있습니다 네고x 환불x
,        부산 부산진구 양정동      ,390000,,아이폰 13 미니 mini 128 블루,,애플,아이폰 13,mini,128,아이폰 13미니 블루 128 입니다. skt 정상해지완료 유심바로 끼워서 사용가능하며 배터리 상태는 86퍼 입니다. 기스 한군데 있고 나머진 상태 좋습니다. 제품 단품입니다. 거래는 양정초등학교 정문에서 하겠습니다.
,        경북 안동시 태화동      ,670000,,아이폰 13프로 판매합니다.,,애플,아이폰 13,pro,,액정에 기스있습니다. 필름붙이면 티안납니다. 필름 드립니다. 배터리 성능 85%입니다.  정상해지 단말입니다.
,        대전 동구 가양2동      ,600000,,아이폰 13미니 128기가 배터리92% 실사용 8개월,,애플,아이폰 13,pro,128,"실사용 8개월 배터리성능 92프로이며 기스 찍힘 하나도 없습니다 3사 선택약정 가능하며 정상해지된 폰입니다 풀박스이며 지문방지필름,케이스 같이드립니다   연락주세요"
,        경기도 하남시 덕풍동      ,680000,,아이폰 13프로 128g a+ 급 판매합니다,,애플,아이폰 13,pro,128,"아이폰 13프로 정상해지폰  단말기 :아이폰13프로 128g 그래이  저장공간:128g   가격:680,000원  거래방식:직거래 송파 잠실 신천 하남 덕풍동 쪽에서 합니다 택배거래가능합니다   방수기능:생활방수됩니다  유심호환:통신3사,알뜰폰,선풀폰,해외유심가능   선택약정 25%할인가능한 폰입니다. 핸드폰 단품입니다. a급 입니다   약간의 네고 가능합니다 업자 아닙니다 교환 안합니다 판매만 합니다    연락주세용  010-8426-4313"
,        세종시  고운동      ,360000,,아이폰13 미니 256gb 핑크,,애플,아이폰 13,mini,256,"아이폰13 미니 256gb 팝니다!^^ 카메라, 액정, 사운드 다 상태 좋습니다! 한번도 리퍼, 수리 받은적도 없는 핸드폰이에요! 다만 하단에 조그만한 찍힘! 그리고 가끔 전화할때 목소리가 끊겨 들리는것 같아요!! 그래서 조금 저렴하게 판매합니다! 저는 평상시에 사용시에는 불편함을 못느꼈구요! 배터리 효율은 77% 입니다!! 상태 좋아요! 핸드폰의 전반적인 상태는 정말 좋습니다!!^^ 네고도 가능하니 많은 연락 주세요~!!"
,        경남 양산시 중부동      ,665000,,아이폰 13 화이트 256 팝니다,,애플,아이폰 13,regular,256,"소녀폰에서 s급으로 구매후 1년정도 사용후 갤럭시 구매로 인해 팝니다  1년동안 카메라, 액정 모두 강화필름을 부착후 사용 케이도 방탄으로 사용하여 큰 하자는 없고 배터리 성능은 88%입니다  구매후 바로 사용하셔도 상관없으나 카메라, 액정 필름에 금이 가 있어서 불편하시면 새로운 걸로 부착하셔야할거에요 ❗️필름에만 금간것입니다 휴대폰 자체에는 손상없습니다❗️  구매하시면 케이스 3개도 같이 드립니다  직거래는 북정 녹원아파트로 오셔야합니다"
,        서울 강남구 역삼동      ,600000,,아이폰13 256gb 자급제,,애플,아이폰 13,regular,256,"- 구입일: 2022년 4월 쿠팡에서 구매 - 사용감: 액정필름, 케이스 항시 착용하여 전면 후면 기스는 거의 없습니다! 자세히 보면 잔기스 있는 부분도 있으며 깨끗한 편입니다. (중고 제품에 민감하신 분은 구매 피해주시기 바랍니다.) - 배터리성능: 85% - 박스도 있으나  구성품은 없습니다. - 공장초기화 완료 상태 (수리나 리퍼 받은 적은 없음)  거래 시간 및 장소는 협의 가능합니다."
,        충북 청주시 상당구 용암2동      ,600000,,아이폰 13 pro 골드 128기가 풀박 팝니다,,애플,아이폰 13,pro,128,아이폰 13pro 골드 128기가 풀박 입니다  전체 리셋해놓은 상태이고  전면부 강화 필름 부착 되어있고 전면부 보시면 중간 좌측 화면에 실처럼 살짝 파여있습니다 이점 감안해서 금액측정했구요 그 외 생활 잔기스 있는데 거의 체감 없는 부분입니다. 쿨거 요망
,        인천 중구 운서동      ,500000,,아이폰 13 128기가 화이트,,애플,아이폰 13,pro,128,아이폰13 128기가 화이트 팝니다! 배터리 성능은 87프로이고 잔 기스는 조금 있지만 액정 기스 없고 상태 깨끗합니다 네고 가능하니 원하시는 가격 말씀해주시면 최대한 맞춰드릴게용 최대한 빨리 팔고 싶어서 50만원에 해드릴게용  빠른 연락 부탁드려용
,        광주 서구 치평동      ,375000,,아이폰 13 미니 128 블랙입니다.,,애플,아이폰 13,mini,128,2년 정도 사용 후 몇달 그대로 놔두다가 이제 판매합니다.   생활기스 거의 없고 카메라 엣지쪽에 사아알짝~ 있습니다.
,        인천 부평구 청천동      ,380000,,아이폰 13미니 핑크 128기가,,애플,아이폰 13,mini,128,아이폰 13미니 핑크 팝니다 주로 사용한건 6-7개월 이후 서브폰으로 사용했어요! 사진용으로만 찍고 케이스 매일 착용하고 다녀서 외관 깨끗합니다 :)
,        경기도 김포시 마산동      ,450000,,아이폰 13미니 a급 128g 화이트,,애플,아이폰 13,pro,128,"상태a급 까짐없음 배터리 81프로 액정필름, 케이스 껴서 사용 직거래 구래동, 장기동 가능 택배가능 충전선 없고 , 박스는 드립니다"
,        대구 수성구 수성동1가      ,600000,,아이폰13-128gb  블랙  미개봉,,애플,아이폰 13,regular,128,"안녕하세요 아이폰13 -128기가 미개봉 판매 합니다 유심변경 가능 통신3사 선택약정 가능  알뜰폰 사용가능 금액 600,000원 필요 하신분 연락 주세요"
,        인천 서구 원당동      ,830000,,아이폰13promax 256gb 시에라블루,,애플,아이폰 13,pro max,256,아이폰13promax 256기가 생활기스 정도만 있습니다. 베터리 잔량 86%
,        인천 미추홀구 도화동      ,830000,,아이폰13promax 256기가 시에라블루,,애플,아이폰 13,pro max,256,아이폰13promax 256기가 생활기스 정도만 있습니다. 베터리 잔량 86
,        서울 노원구 상계6.7동      ,490000,,아이폰13 128기가 화이트,,애플,아이폰 13,regular,128,배터리효율 94% 선택약정 및 3사유심 알뜰유심 바로 아무거나 바로 사용 가능한 정상해지 공기계입니다 박스는 없구요 미사용 필름 케이스 서비스로 드립니다 기기단품이며 사용감이 살짝있어 싸게팝니다 기능이상 일체없고 수리이력 없습니다 편하게 문의주세요
,        전남 여수시 학동      ,520000,,아이폰 13. 128g. 화이트색상 팔아요,,애플,아이폰 13,regular,128,배터리 성능 87% 정상해지 박스 구성품 모두있음 기스 스크래치 하나도 없음 색상은 스타라이트 (화이트)   깨끗하게 사용함 
,        인천 부평구 부평동      ,370000,,아이폰13미니 128 핑크 저렴해요,,애플,아이폰 13,mini,128,액정에 살짝 기스가 있고 테두리 찍힘 있어요 사진 참고해주세요 배터리 성능 89% 수리 이력은 없고 아무 문제없이 모든 기능 다 잘됩니다  네고문의는 사절입니다 연락주세요~
,        강원도 춘천시 효자2동      ,330000,,아이폰13미니 256기가(블랙),,애플,아이폰 13,mini,256,"네고 문의사절입니다. 바로 구매하실분 문의주세요 찔러보기,환불불가 신중하게 고민하고 문의주세요!  당근에서 구매 후 깨끗하게 사용 후 재판매합니다. 아이폰13미니 256기가이며 색은 불랙 색상입니다. 배터리효율 84%이며, 아쉽게 제품박스는 없는 상태입니다. 액정엔 스크레치 방지하고자 필름 붙여서 보관중이며, 사진에서 보시는 찍힘2곳 있습니다. 잘 사용하다 핸드폰 기변으로 당근에 올립니다."
,        충북 청주시 흥덕구 오송읍      ,590000,,아이폰 13 미니 256g 그린(6개월 이하 사용),,애플,아이폰 13,mini,256,살때부터 케이스 및 필름사용했고  가벼운 기스나 찍힘 하나도 없습니다. 배터리 99%입니다!(그래서 만원 에누리!) 직거래합니다! 꼼꼼하게 살펴보세요! 강화필름부착되어있고 신지모루 맥세이프 케이스 같이드려요. 필요하시면 필름 새거 하나 더 서비스로 드릴게요^^ 간보시는분은 답장드리지 않겠습니다 죄송합니다ㅠㅠ
,        울산 동구 서부동      ,450000,,아이폰 13미니 256,,애플,아이폰 13,mini,256,"케이스 항상 끼고 다녔었고 핸드폰 새로 바꾸게 되면서 팔아요!  앞에 액정필름만 금이 가있고, 필름 새로 갈면 기스는 하나도 없습니다!  배터리 84%입니다. 금액이 크다보니 비대면 거래는 안하고 싶어요! 초기화 다 시켜놨습니다 :)  네고 원하시면 가격 선제시 부탁드려요 너무 많니 네고하는거 아닌 이상 네고해드릴 의향 있습니다!"
,        전남 목포시 산정동      ,450000,,아이폰13프로 128g 팝니다 쿨거래에눌가능,,애플,아이폰 13,pro,128,외관 찍힘 약간있습니다 배터리85% 카메라잘되는데 저문구가 뜨네요 0.5배만 안되고 잘됩니다! 싸게 쓰실분 구매하셔요~ 정상해지 입니다 쿨거래 에눌가능
,        경북 포항시 북구 대신동      ,680000,,아이폰13프로 512기가 시에라블루,,애플,아이폰 13,pro,512,아이폰 13프로 시에라블루 512기가 입니다. 용량이 아주 큰 모델이라 필요하신분들 있을거라 봅니다. 배터리 정식센터 교환했고 현재 85% 배터리 효율입니다. 모든 기능 정상이고 사설 수리 이력은 없습니다. 7번째 사진 보시면 왼쪽 하단부 작은 녹점 보입니다. 커지는건 아니며 다크모드시 잘 안보이는 수준이고 저는 불편함 못 느꼈습니다. 하지만 이점 잘 확인하시고 구매 결정 부탁드립니다. 생폰으로 오래 써서 액정에 생활스크래치들은 꽤 있습니다. 하지만 금가거나 깨진곳은 없습니다. 쓰던 신지모루맥세이프 케이스랑 카드수납케이스 젤리케이스 원하시면 같이 드릴께요.
,        경기도 화성시 봉담읍      ,350000,,아이폰미니13 128,,애플,아이폰 13,mini,128,아이폰미니13 핑크팝니다 최상입니다  
,        부산 사하구 감천동      ,490000,,아이폰 13미니 256 s급,,애플,아이폰 13,mini,256,제품명: 아이폰13미니 256g (자급제)  구매일자 : 21년 11월  배터리 효율 : 83%  판매사유 : 핸드폰 교체로 인한 공기계  박스까지 다 있습니다.(풀박스o 찍힘x 기스x) 모서리 찍히거나 액정 깨지거나 전혀 없고 카메라 정상작동 잘 됩니다.  평소 전자기기 애지중지 잘 관리해서 케이스랑 강화필름 한번도 빠짐없이 계속해서 사용했습니다.  상태 굉장히 좋습니다.  직접 실물보고 한번 더 점검하셔도 됩니다.
