data_pid,location,price,time,title,month,brand,series,model,storage,coment
,        경남 김해시 삼정동      ,650000,,아이폰 13미니 미개봉 128gb 팔아요,,애플,아이폰 13,mini,128,이틀전에 구매했으나  어플 호환문제로 아이폰 사용이 안된다해서 팔게되네요ㅠㅠ  사진보시면 아시겠지만 미개봉 맞습니다! 걱정안하셔도 되고 유심넣고 바로 사용하시면 됩니다   빨리 다른폰 구매해야해서 빠른거래 원합니다!  (김해직거래 가능)  
,        서울 광진구 자양제3동      ,940000,,아이폰13프로맥스 256gb 센터 올교체 미사용,,애플,아이폰 13,pro max,256,6/22일 건대 투바에서 애플케어플러스로 배터리 디스플레이 뒷판 테두리 보이는곳 모두 교체 받았습니다  건대나 자양역 직거래합니다
,        울산 남구 야음동      ,450000,,아이폰 13미니,,애플,아이폰 13,mini,,아이폰 13 미니 화이트 효율 82  사용감 있음 필름 깨짐ㅇ 액정 기스 조금
,        충북 청주시 서원구 분평동      ,580000,,아이폰13pro,,애플,아이폰 13,pro,128,아이폰13프로 씨에라블루 128g 베터리성능77%  박스랑 충전기도 있습니다. 여동생이 쓰던거라 깔끔하구 생활기스 조금있어요 쿨거시 조금 빼드린다고 합니다~
,        경기도 성남시 분당구 서현동      ,780000,,에플 아이폰 13프로맥스 128기가 s급,,애플,아이폰 13,pro max,128,애플 아이폰 13프로맥스 128기가  수리한적없고  기스 없습니다  현재 배터리 효율이 85프로이고  케이블 미사용   케이스티파이 원피스 한정판 정품 미사용 같이 판매합니다  투명케이스 1개 포함   서현역  정자 미금역 가능합니다
,        서울 송파구 문정2동      ,450000,,아이폰 13 mini 128gb,,애플,아이폰 13,mini,128,"iphone 13 mini 128gb 스타라이트 색상입니다.  💛애플정품 투명케이스(맥세이프) 도 함께 드립니다. (사용감o)  -구성품 미사용 -배터리 성능 82% -skt사용 후 정상해지(현재 모든 통신사 다 가능) mini 중 가장 최신버전이라 성능 좋고 가볍고 한손에 쏙 들어옵니다.   이 모델 찾는분들이 많아 소장할까 하다가 내놓아봅니다.  수리, 리퍼 이력x 액정은 항상 필름붙여 사용했고 지금도 강화유리로 붙어 있습니다.  옆면,아랫면(케이스로 가려지는부분), 카메라테두리(렌즈x)에 찍힘 있으니 감안해주세요.    전자기기라 직거래 원합니다. 개인간 거래로 교환 및 환불 안되니 신중한 거래 부탁 드립니다. ✔️직거래 - 다이소하비오점, 장지역, 문정역 ✔️평일 거래시 시간조율 필요 ✔️반값택배 가능(구매자 비용부담) ✔️ 자세한 내용은 인터넷 참조하시면 도움 받으실수 있습니다.  ✔️구매 결정 후 채팅 주시기 바랍니다. (평일 근무시간은 답장이 느릴수 있음)"
,        대구 수성구 중동      ,380000,,아이폰 13미니 256,,애플,아이폰 13,mini,256,밑에찍힌거빼곤 사용할때이상없음 카메라 살짝 기스난거빼곤 사용이상없음 직거래만해요 :)
,        전북 완주군 봉동읍      ,650000,,아이폰13프로 128기가 정상해지공기계 애플 중고폰 선불폰 알뜰폰,,애플,아이폰 13,pro,128,"아이폰13프로  정상해지공기계 128기가  액정 찍힘 잔상 없어요 상태 최상! 배터리성능81%  3사사용 알뜰폰,선불폰 가능 확정기변가능 선택약정가능  가격65만 당일쿨거래 -2만 아중리 직거래, 봉동읍 직거래"
,        전남 광양시 광양읍      ,800000,,아이폰 13 pro max,,애플,아이폰 13,pro max,,상태 괜찮은데 흠이있다면 카메라가 문제 있네요. 서비스 센터 문의 결과 2년 지나면 인증이 풀려서 이런 경우들이 잇다고 하는데 사용하는데는 문제 없습니다.  네고 받아요~
,        경기도 파주시 신촌동      ,450000,,아이폰 13프로 128gb 배터리87,,애플,아이폰 13,pro,128,아이폰 13프로 128gb  배터리 87프로 잔기스 및 찍힘 많음 액정갈라짐 있음
,        경기도 양주시 옥정동      ,350000,,아이폰13미니,,애플,아이폰 13,mini,128,아이폰 미니 13이구 128기가입니다. 테두리쪽에만 생활 찍힘 있습니다. 연락주세용
,        경기도 하남시 미사1동      ,400000,,아이폰 13. 128기가,,애플,아이폰 13,regular,128,아이폰 13 128기가 밧데리효율  95% 페이스아이디포함.통신기능 정상 트르톤 안됨. 디스플레이 .밧데리 상태좋은 폰에서  이폰으로 옮겨서 알수없는부품 이 되었어요. 사용상 전혀 문제 없습니다. 일주일 내로 기능상 문제시 반품받아요.
,        서울 노원구 상계2동      ,450000,,아이폰 13 128기가 깨끗,,애플,아이폰 13,regular,128,아이폰 13 128기가 깨끗 전상해지 배터리효율 85%입니다
,        경기도 성남시 분당구 판교동      ,850000,,아이폰13프로맥스 시에라블루 256gb 북미판,,애플,아이폰 13,pro max,256,"아이폰13프로맥스 시에라블루 256gb 북미판팝니다.  북미판이라 카메라 무음이라 아이 사진이나 동영상 찍을 때 잘 썼습니다.  현재 케이스, 필름, 카메라 보호대 모두 씌워져있는데 낡아서 새로 사셔야할거에요. "
,        경기도 파주시 목동동      ,400000,,아이폰13미니 핑크 89% 저렴하게 급처❤️❤️,,애플,아이폰 13,mini,128,아이폰13미니 핑크입니다 128기가이고 배터리 성능 89%입니다 액정 기스 없이 깨끗하게 사용했습니다 핸드폰 바꿔서 싸게 팔아요 케이스 새것 하나랑 같이 드립니다 
,        서울 중랑구 묵제2동      ,670000,,아이폰13프로 256기가,,애플,아이폰 13,pro,256,"📱아이폰13프로 시에라 블루 256기가📱 ⭐️외관 기스, 찍힘 흔적 있음(사진 참고) ⭐️사설, 수리내역, 침수 없음 ⭐️배터리 82 ⭐️카메라 기능 이상 없음  ❤️서울 중랑구 먹골역 4번출구 직거래만  ‼️ 화면비침으로 인해 액정덮고 촬영함"
,        경남 양산시 주진동      ,400000,,아이폰13 미니 핑크 128기가,,애플,아이폰 13,mini,128,배터리 86퍼고 동그라미 친 부분 조그만 기스 있는데 케이스 끼우면 전혀 안보여요! 카메라 보호 강화유리 필름도 붙여져있고 투명 케이스도 드릴게용
,        인천 서구 원당동      ,550000,,아이폰13 256 기가 스타라이트 풀박 판매 합니다 🩷 (상태 좋아용 a급!),,애플,아이폰 13,regular,256,아이폰13 256 기가 스타라이트 판매 합니다 ! 정상해지 폰 이구요 박스 그대로 보관 되어 있고 ! 눈에 띄는 기스 없습니다 ~~ 2년정도 사용 했고 새상품은 아니다 보니 s급은 아니고 a급 정도 될 것 같습니다! 배터리효율 86 %  평소에 케이스 무조건 착용 해서 깨끗하다고 자부 할 수 있습니당 ㅎㅎ 관심있는 분 만 문의 주세용 🤗 직거래만 원합니당 ~~~~~~
,        울산 동구 남목3동      ,500000,,아이폰 13.128기가 화이트,,애플,아이폰 13,regular,128,깨끗하게 사용한 아이폰 판매합니다 사고 케이스 항상 착용해서 기스 거의없어요 사진으로 화면과 외관상태 모두 올렸구요 배터리 성능 86%입니다 박스랑 미사용 충전 케이블도 있어요  무턱대고 말도 안되는 가격 제안하시면 답장 안드려요.
,        충북 청주시 흥덕구 복대동      ,105000,,아이폰13 오늘이 찐막!!!!,,애플,아이폰 13,regular,,아이폰13 기기 오늘이 찐막으로 0원  자세한사항은 채팅주세요🥕🥕🥕🥕
,        인천 서구 청라3동      ,600000,,아이폰13 128 블랙팝니다,,애플,아이폰 13,regular,128,미개봉 블랙입니다
,        서울 강서구 방화제3동      ,400000,,아이폰13미니 핑크 89% 저렴하게 급처❤️❤️,,애플,아이폰 13,mini,128,아이폰13미니 핑크입니다 128기가이고 배터리 성능 89%입니다 액정 기스 없이 깨끗하게 사용했습니다 핸드폰 바꿔서 싸게 팔아요 케이스 새것 하나랑 같이 드립니다 
,        인천 계양구 작전동      ,350000,,애플 아이폰 13미니 128g 핑크색상 밧데리 90% 팝니다,,애플,아이폰 13,mini,128,액정은 애플센터에서 교체받았어요 하단부에 긁힘있어서 사진 올려요
,        서울 강북구 미아동      ,350000,,아이폰13미니 128 핑크색상 상태좋음,,애플,아이폰 13,mini,128,아이폰13미니 128 핑크색상  상태좋음  배터리 78  기능상문제없음 
,        서울 강북구 미아동      ,350000,,아이폰13 미니 128 블랙색상 상태깨끗,,애플,아이폰 13,mini,128,아이폰13미니 128 블랙  상태 깨끗해요  배터리 74  기능상문제없습니다
,        충남 계룡시 신도안면      ,950000,,"아이폰 13프로(유심기변용), 애플워치 7 판매합니다.",,애플,아이폰 13,pro,512,"1. 아이폰13프로(단품) 2022년 8월 미국 애플스토어에서 구매 512기가, 골드 배터리효율 87% 전면 액정에 긁힘 자국있음(사진 참조) 구매 후 케이스 끼워서 사용하였음 구매 후 환불 불가 70만 원, 계룡시 대면거래(직접 만나서 상태 확인하시면 됩니다) 희망 시 벨킨 맥세이프 케이스 같이 드립니다.  * 유심기변(유심칩만 끼워서 사용) 하실 분만 가져가세요.   2. 애플워치 7(줄 제외, 단품) 2022년 8월 미국 코스트코에서 구매 실버, 알루미늄, 41mm 배터리효율 84% 25만 원, 계룡시 대면거래(직접 만나서 상태 확인하시면 됩니다) 구매 후 환불 불가  구매하시는 분이 군인(군인 가족 포함)이거나 두 개 같이 사시면 90만 원에 드려요.    문의사항 있으면 연락주세요. "
,        대구 북구 고성동      ,500000,,아이폰13미니 256g a급,,애플,아이폰 13,mini,256,자급제이고 초기화 완료했습니다 용량 더큰게 필요해서 내놓아요 5번째 사진보면 미세기스 외에는 기스 없어요 필름이랑 케이스 항상 사용했습니다  고성동 dgb축구장 근처에서 직거래 가능합니다
,        제주 제주시 아라동      ,390000,,아이폰13,,애플,아이폰 13,pro,128,정상해지 공기계로   25프로선택약정 가능합니다   유심만 바꿔끼시면 됩니다 ㅎㅎ   기기 고장 전혀 없습니다   다만 사용감이 있어서  저렴하게 판매합니다.  배터리효율 85퍼센트이고  128기가입니다 ㅎㅎ  오셔서 꼼꼼히 보시고 구매하셔도  좋습니다^^
,        부산 해운대구 좌동      ,850000,,아이폰 13 프로 맥스 256gb,,애플,아이폰 13,pro max,256,배터리효율 86 이구요.  구성품 풀박스입니다.  생활기스있구요 사진 참고해주세요.  사용은 유튜브 시청 주로했구요 담배안피구 게임도 거의안했어요. 필름 케이스 항상 착용해서 깨끗하게 사용했구요.   연랏주세요~ 
,        경기도 안양시 만안구 박달2동      ,440000,,아이폰 13 128gb,,애플,아이폰 13,pro,128,꼭 읽어주시고 연락 주세요   아이폰 13    128gb   화이트색상   배터리성능 100프로   상태 s+급   무기스 무잔상   화면에도 기스 조차 없습니다  박달동 직거래  에눌이 터무니 없는 금액 무시합니다 ~  오늘만 정말 이 금액에 44만원에 판매할게요   그리고 이 금액에 이 물건 절대 못 구하십니다
,        광주 동구 충장동      ,340000,,아이폰13미니 화이트 128기가 배터리82% 판매합니다.,,애플,아이폰 13,mini,128,"아이폰13미니 화이트 128기가 배터리82% 판매합니다. 테두리 부분에 생활기스기스,흠집 조금 있습니다. 터치잘되고 성능에는 이상없습니다. 사진 확인하시구 관심 있으신분들 연락주세요!"
,        광주 서구 광천동      ,340000,,아이폰13미니 화이트 128기가 배터리82% 판매합니다.,,애플,아이폰 13,mini,128,"아이폰13미니 화이트 128기가 배터리82% 판매합니다. 테두리 부분에 생활기스기스,흠집 조금 있습니다. 터치잘되고 성능에는 이상없습니다. 사진 확인하시구 관심 있으신분들 연락주세요!"
,        충남 논산시 연무읍      ,610000,,아이폰 13프로 128,,애플,아이폰 13,pro,128,아이폰 프로 팝니다. 생활기스 정도만 있어요
,        부산 중구 보수동3가      ,380000,,아이폰13미니 128 미드나이트 블랙,,애플,아이폰 13,mini,128,아이폰13미니 미드나이트 블랙 용량 128 배터리 80% 작동 이상없고 기스없고 새상품처럼 깨끗합니다  박스있고 다이소 맥세이프케이스등 이어폰 충전기 여러가지 전부 드려요
,        광주 남구 주월2동      ,430000,,아이폰13 128기가 미드나이트  팝니다,,애플,아이폰 13,regular,128,배터리 효율 : 86% 카메라 부분이랑 폰 옆에 찍힘 자국 외에는 액정은 안깨졌고 아무이상없이 정상작동 합니다!  필요하시면 박스랑 충전선도 드릴게요 😊
,        서울 서대문구 충현동      ,500000,,아이폰 13 미니 128,,애플,아이폰 13,mini,128,22년 4월에 구매했고 a+ 급으로 긁힘 없이 깨끗하게 썼어요. 박스도 있고요.  배터리성능 84%  +아이폰13충전기 케이스도 드려요.   구매하실분만 신중하게 연락주세요.
,        대구 북구 산격동      ,600000,,아이폰13프로 128 그린,,애플,아이폰 13,pro,128,밧데리 85퍼 실사용 기스 있어요 사용상 문제 하나도 없어요
,        서울 중구 장교동      ,600000,,아이폰 13 프로 시에라블루 자급제 128기가,,애플,아이폰 13,pro,128,올해 4월경에 리퍼받아서 케이스 끼우고 강화유리 바로 붙였습니다.   128기가고 상태는 매우 좋습니다. 배터리 100프로 박스포함입니다(케이블은 빠짐)  네고문의 받지않습니다. (네고 문의시 바로 차단)
,        경기도 성남시 분당구 수내1동      ,650000,,아이폰13-128기가 블랙 미개봉입니다!,,애플,아이폰 13,regular,128,아이폰13-128 블랙미개봉입니다. 선물주려고샀는데 이미 선물주기전에 구매을해서 당근해요 ㅠㅠㅠ미개봉이구요 젤리케이스드립니다 직거래는 수내역 부근입니다
,        서울 강남구 논현1동      ,650000,,아이폰13-128기가 블랙 미개봉입니다,,애플,아이폰 13,regular,128,아이폰13-128 블랙미개봉입니다. 선물주려고샀는데 이미 선물주기전에 구매을해서 당근해요 ㅠㅠㅠ미개봉이구요 젤리케이스드립니다 직거래는 논현역 부근입니다
,        대구 달서구 월성동      ,500000,,아이폰 13  128기가 정상해지폰 판매합니다.,,애플,아이폰 13,regular,128,기종. 아이폰13 용량  128기가 색상 핑크 배터리 성능 87%  sk 정상해지된 제품입니다.  기스 하나 없는 정말 깨끗합니다.. 꼭하실분 연락주세요.
,        광주 북구 연제동      ,500000,,아이폰13,,애플,아이폰 13,regular,128,아이폰 13 128기가 베터리성능 89 그린색 케이스 끼우고 써서 아주 깨끗합니다  깨진곳 없고 페이스아이디도 다되고  카메라도 정상 작동됩니다
,        대구 북구 태전동      ,780000,,아이폰 13promax 화이트,,애플,아이폰 13,pro max,128,13promax 화이트  용량 128 배터리 성능 86  기능적 문제 없음 / 액정 깨끗함 큰 하자 없음 (밑 하단의 아주 미세한 생활기스)  많은 연락주세요 ‼️
,        경기도 고양시 일산동구 중산동      ,500000,,아이폰 13 256gb 핑크팝니다.,,애플,아이폰 13,regular,256,"일주일 전에 중고로 구매했어요. 구매 당시 판매자께서 판매를 위해 사설에서 카메라랑 배터리를 교체하셨다 말씀하셨습니다.   전면, 후면 모두 필름 새로 부치고 투명케이스도 새 걸로 착용해 놓았습니다. 그외 제기준 거슬리는 찍힘, 생활기스 등은 사진 첨부했어요. 구성품은 사용 후 남은 필름을 포함해서 마찬가지로 사진에 올려 놓았습니다.  ※ 중고 거래 상 교환, 환불 불가합니다. 어떤 이유든 환불 불가입니다. 게시글을 읽지 않았을 시 책임을 판매자는 지지 않습니다.  직거래는 하늘마을 2단지입니다. 직접 오셔서 꼼꼼히 확인하시고 구매하는 걸 권장합니다.   아이폰을 시도하다가 적응못해서 팔게 된 관계로 아이폰에 대해 잘 모릅니다. 그래서 게시글에 기재된 외 질문은 사절하고 쿨거래 원합니다.  ※ 네고 차단합니다. 확실히 구매할 분만 연락주세요."
,        인천 남동구 구월동      ,680000,,아이폰13프로256,,애플,아이폰 13,pro,256,"용기간 -약 2년 사용하는데 아무런 문제 없음 (흠집은 사진 참고) 카메라, 전면과 후면은 깨끗한 편. 배터리 82% 구성품 -케이블은 되도록이면 새 상품을 추천 드리지만 원하시면 제가 쓰던 케이블 드리겠습니다. (강아지가 문 자국있어요) 기본 구성품은 폰 박스랑 애플 종이백에 넣어서 드림. )유 심 핀 포함( 박스 안에 애플 로고 스티커 아직 들어있어요 궁금하신거는 연락 주세요. 글 제대로 안 읽고 거래 후, 환불 요청시 거절합니다"
,        부산 해운대구 송정동      ,340000,,아이폰13미니 128gb86%핑크단품,,애플,아이폰 13,mini,128,전체적인 휴대폰 상태는 사진참고 하세요 액정강화필름 부착되어 있습니다 뒷판 보호필름 부착했습니다 카메라 보호필름도 부착했습니다 하자부분 테두리부분 모서리 스크레치있음 케이스끼워 사용하시면 큰지장없습니다.맥세이브 케이스 새상품 함께드립니다 테두리 보호필름 1마넌상당 함께드립니다 기능점검완료 완벽합니다 유심끼우고 바로사용 가능합니다.자급제 폰이며 수리이력 없습니다.
,        경기도 성남시 중원구 성남동      ,860000,,아이폰 13 프로 시에라블루 애플케어 수리제품 팝니다,,애플,아이폰 13,pro,256,256기가고 애플케어로 부분수리 받고왔어요  배터리랑 새거고 외관 카메라 등등 첨부서류 확인부탁해요 애플케어 24.7.4일 종료입니다 기계 단품입니다
,        인천 서구 아라동      ,390000,,아이폰 13미니 128gb 화이트 🥕,,애플,아이폰 13,mini,128,[아이폰 13미니 128gb 화이트 🥕]  * 폰+박스 * 화면 기스 x (사진은 사용중인 보호필름 착용샷) * 상단 외관 찍힘 o * 배터리 성능 82%  상태는 문제없이 좋으니 편하게 연락주세요! (네고 채팅 사양합니다)  📍 직거래 아라동 선호합니다. 📍 반값 택배도 가능합니다!
,        서울 구로구 개봉동      ,750000,,아이폰13미니 128g 핑크 / 미개봉 새제품 판매합니다.,,애플,아이폰 13,mini,128,"아이폰13미니 128g 핑크 / 미개봉 새제품 판매합니다.  skt에서 24년 2월 22일 개통한 제품입니다.  제조일자는 23년 6월이고, 뜯지 않은 미개봉 새제품입니다.  정상해지된 공기계입니다. 확정기변, 선택약정 가능합니다.  아이폰13미니 128g 핑크 - 75만원  네고문의는 받지 않습니다.  서울 개봉역 직거래 가능합니다.  010-8880-0205로 연락주세요."
,        인천 남동구 논현동      ,430000,,아이폰 13 미니 128기가 화이트13 mini팝니다,,애플,아이폰 13,mini,128,"아이폰 13 미니 128기가 화이트13 mini팝니다  업무상 서브용으로 구매했습니다 애지중지 사용하여 본체, 액정 기스 없이 s급이구 깨끗해요 상태 완전 좋아요  배터리효율 93%이라 배터리 오래가고 기계단품+추가 케이스드려요  43만원에 싸게 팝니다."
,        광주 북구 용봉동      ,460000,,아이폰13미니 128 미드나이트,,애플,아이폰 13,mini,128,약 8개월동안 서브폰으로 사용했습니다 배터리성능 92퍼 / 24.09.19 까지 보증남아있습니다 힐링쉴드 저반사필름 붙어있습니다  본체 풀박스 앤커 610 마크네틱그립 라벤더 앤커 20w 충전기 빅쏘 강화유리 1장 신지모루 1mm 투명케이스 맥세이프 케이스 (사용감있음)  사설수리이력 및 외부하자없습니다 관심있으시면 연락주세요!
,        부산 부산진구 양정동      ,18000,,(미개봉)슈피겐 아이폰14 아이폰 13 프로 프라이버시 강화유리 tr이지핏,,애플,아이폰 13,pro,,"슈피겐 아이폰14 아이폰 13 프로 프라이버시 강화유리 tr이지핏 판매합니다. 기종을 착각해서 당근합니다. 개봉한적 없고, 24년6월에 구매했습니다."
,        광주 북구 임동      ,500000,,아이폰13 128% 미드나이트 배터리성능 100%판매합니다,,애플,아이폰 13,regular,128,아이폰13 128기가 미드나이트 풀박스 판매합니다  기스 찍힘없습니다  지문방지필름 붙쳤고 카메라보호필름 붙혔습니다
