PID,PRICE,PRODUCT_IMAGE,NAME,DATE,LOCATION,DESCRIPTION,DELTA_TIME
175891990,1100000,https://img2.joongna.com/media/original/2024/06/28/17195410362649Xt_UvbdH.jpg?impolicy=thumb&size=150,아이폰14프로맥스 256GB 그라파이트 배터리 92%,2024-07-11 11:59:20,서울특별시 구로구 개봉제1동,"액정 깨끗하며 기기단품으로 팝니다
다만 테두리에 사용감이 있으니 
사진 꼭 참고해주세요
상태는 정말 좋고 안되는 기능은 없어요
배터리는 92% 입니다
개통일자는 22년 11월 이고 25% 선택약정 가능해요

직거래는 평일 19시전에는 부평역
21시이후에는 개봉역 가능합니다
택배요청시 선불로 배송해 드립니다

-투명 젤리케이스 같이 드립니다-",0 days 05:38:03.944372
175077255,890000,https://img2.joongna.com/media/original/2024/05/30/1717027107227P0J_lJ550.jpg?impolicy=thumb&size=150,아이폰14프로 128G 무기스 무찍힘 상태최상,2024-07-11 11:18:16,인천광역시 계양구 작전2동,"인천 작전동 세영중고폰입니다.^^

※출고전 깨끗하게 소독해서 발송해드립니다.

물건은 매일 업데이트되니
유선문의가 조금더 좋으세요 

● 아이폰14프로 128기가
● 공기계. 정상해지 선택약정가능 
● 통신사 관계없이 유심넣고 바로사용가능 
● 하자없음 무찍힘 무기스 상태최상 

●밧데리85프로 

알뜰폰.3g .lte도 사용가능해요 
3사 통신사 관계없이
유심만 꼽고 바로 사용가능해요

사진과 같은급입니다

이것 말고도 신형스마트폰 A급 있어요.
꼭꼭 세영중고폰 확인해주세요^^~~

☎ 유선문의
010-3731-1979
010-6578-6880

집에 안쓰는폰 가져오시면 차액으로 구
매 가능해요.

만약 기능에 이상있어면 1주일내
무조건 교환.환불 해드립니다

★ 세영중고폰
인천작전동 홈플러스 건너편
아래주소를  클릭하시면   세영중고폰 약도가있어요
seyoungphone.modoo.at

★중고폰매입
손님이 가져오는 중고폰을 수출가격이 아닌
내수판매가격 적용으로 타업체보다 단돈 만원이라도
더드리고 있읍니다",0 days 06:19:07.944372
174765434,900000,https://img2.joongna.com/media/original/2024/07/02/1719885119143geu_CgI4O.jpg?impolicy=thumb&size=150,아이폰14프로 256기가 S급 공기계 중고,2024-07-11 10:34:47,경기도 부천시 상동,"👧송내중고폰👧

친절상담! 친절서비스!
찾으시는 기계 문의주세요!


🖤 모델명: 아이폰14프로
🖤 용량: 256기가
🖤 색상: 골드
🖤 상태: 배터리성능 86%


▷ 100% 검수 완료
▷ 실사 100%
▷ 1주일 이내 기능 이상시 무상 AS, 교환, 환불 가능
▷ 알뜰폰 가능/통신사 3사 가능/선택 약정 25% 가능
▷ 도난, 침수, 분실 이력 없음
▷ 3시 30분 이전 주문 건 당일 배송(한진택배)/직거래/퀵 가능
▷ 필름, 케이스 무료 증정(재고 소진 시 사은품 대체)",0 days 07:02:36.944372
175436718,1380000,https://img2.joongna.com/media/original/2024/07/07/1720308614519I3n_5J1zQ.jpg?impolicy=thumb&size=150,아이폰14프로 1테라 애케플 팝니다,2024-07-11 10:28:33,부산광역시 동래구 온천제2동,"아이폰14프로 1테라 애케플 팝니다
애플케어플러스 24년10월까지 가능합니다
애케플 있다고 험하게 쓰지 않고
강화유리, 풀커버 케이스 항상 장착해서
현재 상태도 양호 합니다
구입하실분 연락주세요 
부산 입니다",0 days 07:08:50.944372
175320279,890000,https://img2.joongna.com/media/original/2024/07/06/1720228723582Pfm_AJ2dU.jpg?impolicy=thumb&size=150,아이폰14프로128G 베터리87 우체국택배,2024-07-11 09:29:20,경기도 고양시 일산서구 주엽1동,"베터리성능 87%


128G


상태 전반적으로 깨끗한편 .
테두리사용감있어요 

실제와근접하게찍었으니
 외관상태 사진확인해주세요 

기능.성능 이상없습니다 ♡

안전결제 가능 
평일4시이전 당일우체국발송

직거래는 제가있는곳으로 오셔야해요

단순변심 고지내용으로인한 반품은불가",0 days 08:08:03.944372
173762193,890000,https://img2.joongna.com/media/original/2024/05/30/171702634514434F_C2VoL.jpg?impolicy=thumb&size=150,아이폰14프로 128G 무기스 무찍힘 상태최상,2024-07-11 09:47:59,인천광역시 계양구 작전2동,"인천 작전동 세영중고폰입니다.^^

※출고전 깨끗하게 소독해서 발송해드립니다.

물건은 매일 업데이트되니
유선문의가 조금더 좋으세요 

● 아이폰14프로 128기가
● 공기계. 정상해지 선택약정가능 
● 통신사 관계없이 유심넣고 바로사용가능 
● 하자없음 무찍힘 무기스  상태최상 

●밧데리85프로 

알뜰폰.3g .lte도 사용가능해요 
3사 통신사 관계없이
유심만 꼽고 바로 사용가능해요

사진과 같은급입니다

이것 말고도 신형스마트폰 A급 있어요.
꼭꼭 세영중고폰 확인해주세요^^~~

☎ 유선문의
010-3731-1979
010-6578-6880

집에 안쓰는폰 가져오시면 차액으로 구
매 가능해요.

만약 기능에 이상있어면 1주일내
무조건 교환.환불 해드립니다

★ 세영중고폰
인천작전동 홈플러스 건너편
아래주소를  클릭하시면   세영중고폰 약도가있어요
seyoungphone.modoo.at

★중고폰매입
손님이 가져오는 중고폰을 수출가격이 아닌
내수판매가격 적용으로 타업체보다 단돈 만원이라도
더드리고 있읍니다",0 days 07:49:24.944372
174035515,1090000,https://img2.joongna.com/media/original/2024/06/27/1719441933267RbA_qDhtT.jpg?impolicy=thumb&size=150,아이폰14프로맥스 256G 상태굿 ^^,2024-07-11 09:47:45,인천광역시 계양구 작전2동,"인천 작전동 세영중고폰입니다.^^

※출고전 깨끗하게 소독해서 발송해드립니다.

물건은 매일 업데이트되니
유선문의가 조금더 좋으세요 

● 아이폰14프로맥스 256기가
● 공기계. 선택약정가능 
● 통신사 관계없이 유심넣고 바로사용가능 
● 하자없음  상태굿 무잔상

●밧데리83프로 

알뜰폰.3g .lte도 사용가능해요 
3사 통신사 관계없이
유심만 꼽고 바로 사용가능해요

사진과 같은급입니다

이것 말고도 신형스마트폰 A급 있어요.
꼭꼭 세영중고폰 확인해주세요^^~~

☎ 유선문의
010-3731-1979
010-6578-6880

집에 안쓰는폰 가져오시면 차액으로 구
매 가능해요.

만약 기능에 이상있어면 1주일내
무조건 교환.환불 해드립니다

★ 세영중고폰
인천작전동 홈플러스 건너편
아래주소를  클릭하시면   세영중고폰 약도가있어요
seyoungphone.modoo.at

★중고폰매입
손님이 가져오는 중고폰을 수출가격이 아닌
내수판매가격 적용으로 타업체보다 단돈 만원이라도
더드리고 있읍니다",0 days 07:49:38.944372
175705917,250000,https://img2.joongna.com/media/original/2024/07/09/1720477594808AmN_7NahT.jpg?impolicy=thumb&size=150,아이폰14프로 액정파손폰 구매,2024-07-11 09:37:47,경기도 안양시 동안구 평안동,"메인보드 정상인 아이폰14프로
파손폰 삽니다ㆍ가격은 상태따라
조율ㆍ수도권 직거래만 합니다ㆍ사기가 많아 우편거래 거절ㆍ후불 택배거래는 가능합니다ㆍ판매하실분 연락주세요
영일공 오삼삼구 오칠팔육",0 days 07:59:36.944372
175720896,950000,https://img2.joongna.com/media/original/2024/07/09/1720486369564tUu_co1We.jpg?impolicy=thumb&size=150,아이폰 14프로 256기가 골드 풀박스 판매합니다,2024-07-11 06:10:11,전라북도 익산시 영등1동,"아이폰 14프로 256기가 골드 풀박스 판매합니다
배터리 93%
여자 사용! 폰게임x
항상 강화 액정필름, 케이스 끼우고 깔끔하게 사용했구요 
정상해지 기계입니다

풀박스에있는 충전선등 구성품은 아예손도안댄 새거입니다
액정필름 3장 , 케이스 같이드려요!",0 days 11:27:12.944372
175629466,1,https://img2.joongna.com/media/original/2024/06/29/1719590058604330_81Fog.jpg?impolicy=thumb&size=150,아이폰 14 프로 맥스 512기가 애케플 25년2월,2024-07-11 01:39:49,강원특별자치도 태백시 황지동,아이폰 14 프로 512기가 이상 애케플있는거랑 교환 원해요,0 days 15:57:34.944372
175136719,1150000,https://img2.joongna.com/media/original/2024/07/04/1720096578089TdC_NxSPz.jpg?impolicy=thumb&size=150,아이폰 14 pro max 256GB,2024-07-11 00:49:09,충청남도 아산시 온양4동,"애플
아이폰 14 pro
256GB
배터리 성능 88%
내고 불가능 합니다",0 days 16:48:14.944372
175959157,1090000,https://img2.joongna.com/media/original/2024/07/10/1720617412604uSn_kmj10.jpg?impolicy=thumb&size=150,개봉새것)아이폰14프로 128G 블랙(추가등등),2024-07-10 22:17:18,서울특별시 광진구 구의제1동,"아이폰14프로 128기가 스페이스블랙 박스풀셋+케이스2가지+유리포함입니다.작년10월최초구매후 회사내에서 어플개발때문에 간단하게 버전테스트만한새제품입니다.

외부실사용없고 베터리효율100%입니다.모든통신사유심넣고사용가능 및 25%선택약정가입가능합니다.보증기간한참이라 안심하시고 사용하시고 교체된폰사지말고 제대로된제품구매해서 오래쓰세요.네고는사양합니다.(업자랑 외국인거래불가).구의역쪽직거래가능",0 days 19:20:05.944372
175958827,1300000,https://img2.joongna.com/media/original/2024/07/10/1720617248996GH8_SaNVa.jpg?impolicy=thumb&size=150,새제품)아이폰14프로맥스(24년5월제품),2024-07-10 22:14:39,서울특별시 광진구 구의제1동,"아이폰14프로맥스 256기가 화이트실버 박스풀셋+케이스2가지+유리포함입니다.24년5월최초구매후 회사내에서 어플개발때문에 간단하게 버전테스트만한새제품입니다.

외부실사용없고 베터리효율100%입니다.모든통신사유심넣고사용가능 및 25%선택약정가입가능합니다.보증기간한참이라 안심하시고 사용하시고 교체된폰사지말고 제대로된제품구매해서 오래쓰세요.네고는사양합니다.(업자랑 외국인거래불가).구의역쪽직거래가능",0 days 19:22:44.944372
173627118,1280000,https://img2.joongna.com/media/original/2024/06/24/1719199558312Y2o_0Znjc.jpg?impolicy=thumb&size=150,아이폰14프로 실버128GB 풀박S급 판매,2024-07-10 19:35:29,경상남도 창원시 마산합포구 합포동,"[아이폰14pro 128GB 실버]

* 구매일 : 22.12.15
* 배터리 성능 : 96%
* 자급제로 구입, 3사호환 가능, 선택약정 가입가능
* 수리내역 없음, 카메라 정상, FaceID 정상, 모든 기능 정상

• 구성품 : 아이폰14프로 풀박, 폰케이스21개


늘 측면필름, 전면필름, 케이스 끼고 애지중지 사용했기에
상태 s급입니다. 
게임이나 영상은 따로 아이패드로 사용하고
주기적으로 껐다켜줘서 기능도 잔고장없이 상태 좋아요.
케이스 애플 정품 가죽케이스(구매가85,000), 글로니(구매가29,000), 수집미학(구매가35,000), iFace 같은 브랜드 케이스, 기본적인 하드투명, 젤하드 투명 등 다양합니다.



신제품으로 바꾸게 되서 팝니다
추가로 궁금한점은 물어보세요.
그냥 찔러보기나 가격시비는 사절합니다❌



• 케이스 따로나, 빼고는 판매 안합니다
• 교환, 가격조정 안합니다
• 직거래, 택배거래, 안전거래 모두 가능합니다
직거래는 저희동네로 직접 오셔야 하고
택배는 뽁뽁이포장 야무지게 해서 보내드립니다👍",0 days 22:01:54.944372
175935835,970000,https://img2.joongna.com/media/original/2024/07/10/1720605236290njQ_KOr0D.jpg?impolicy=thumb&size=150,S급! 아이폰14프로맥스 128G 화이트 97만원!,2024-07-10 18:54:19,경기도 수원시 권선구 세류2동,"◈ 100% 직접 촬영한 사진입니다 ◈

믿음, 신뢰로 판매하는 수원중고폰입니다.
빠른 물량순환을 위해 저렴하게 판매하니 가격이 시세에 비하여 저렴하다고 걱정하시지 않으셔도 됩니다!
궁금한점 있으시면 많은 문의주세요!

모델 : 애플 아이폰14ProMax
용량 : 128G
색상 : 화이트
가격 : 970,000
제품상태 : S급/ 액정 무기스, 하단 충전단자 마세기스, 우측하단테두리 미세찍힘, ☆ 배터리성능 84% ☆
약정 : 선택약정25% 등록가능
구성품 : 휴대폰 단품

※ SK KT LG 3사통신사는 물론, 알뜰폰까지 모두 사용하시던 유심칩만 옮겨끼시면 바로 사용가능합니다.
※ 하우징, 사설수리, 짜집기한 제품 아닙니다.
※ 기본적인 검수를 거쳐서 기능에 이상이 없음을 확인했습니다.
※ 방문직거래, 택배로 거래 가능합니다.
(직거래지역 수원만 가능, 택배거래시 3천원 보내주시면 당일 편의점택배 접수하고 송장번호 보내드립니다.)
※ 7일이내 기능문제시 100% 반품해드립니다.


친절하게 성의있는 답변 드립니다. 많은 문의주세요.
감사합니다^^",0 days 22:43:04.944372
174595399,500000,https://img2.joongna.com/media/original/2024/07/01/1719786173318D75_eU7qe.jpg?impolicy=thumb&size=150,아이폰 14프로 256,2024-07-10 18:07:38,서울특별시 영등포구 대림제3동,"뒷판 파손, 메인보드 정상으로 유추됨, 카메라 정상(모든 기능 정상)
화면이 사진처럼 하얗게 변하는 현상 있음 
쿨거하시면 네고해드릴게요!",0 days 23:29:45.944372
175928902,1065000,https://img2.joongna.com/media/original/2024/07/10/1720601710776KaH_qcDtT.jpg?impolicy=thumb&size=150,아이폰14프로맥스 128G A급 배터리98%,2024-07-10 17:56:26,경기도 평택시 신평동,"상태 좋은 전체기종의 중고폰을 판매하고있습니다!
어떤걸 구매하시든!
방탄필름 투명케이스 충전기 챙겨드립니다!

오늘 소개해드릴 상품은
아이폰14프로맥스 128G 상태는 좋은편이구요!
106만5천원입니다!

사기당하지마시고
안전하게 매장에서 구매하세요!

매장주소 - 경기도 평택시 평택동282번지 1층
매장번호 - 070.8880.3333
주인장번호 - 010.7186.2705

문의전화만 주셔도 감사하게 생각하겠습니다!",0 days 23:40:57.944372
167279471,1090000,https://img2.joongna.com/media/original/2024/06/27/1719465108850MfJ_hqUv3.jpg?impolicy=thumb&size=150,아이폰14프로맥스 256G 상태굿 ^,2024-07-10 15:51:25,인천광역시 계양구 작전2동,"인천 작전동 세영중고폰입니다.^^

※출고전 깨끗하게 소독해서 발송해드립니다.

물건은 매일 업데이트되니
유선문의가 조금더 좋으세요 

● 아이폰14프로맥스 256기가
● 공기계. 선택약정가능 
● 통신사 관계없이 유심넣고 바로사용가능 
● 하자없음  상태굿 무잔상 

●밧데리83프로 

알뜰폰.3g .lte도 사용가능해요 
3사 통신사 관계없이
유심만 꼽고 바로 사용가능해요

사진과 같은급입니다

이것 말고도 신형스마트폰 A급 있어요.
꼭꼭 세영중고폰 확인해주세요^^~~

☎ 유선문의
010-3731-1979
010-6578-6880

집에 안쓰는폰 가져오시면 차액으로 구
매 가능해요.

만약 기능에 이상있어면 1주일내
무조건 교환.환불 해드립니다

★ 세영중고폰
인천작전동 홈플러스 건너편
아래주소를  클릭하시면   세영중고폰 약도가있어요
seyoungphone.modoo.at

★중고폰매입
손님이 가져오는 중고폰을 수출가격이 아닌
내수판매가격 적용으로 타업체보다 단돈 만원이라도
더드리고 있읍니다",1 days 01:45:58.944372
175899477,820000,https://img2.joongna.com/media/original/2024/07/10/1720588329391MhE_JSiP8.jpg?impolicy=thumb&size=150,아이폰14프로,2024-07-10 14:13:32,경기도 고양시 일산동구 중산1동,"왼쪽 상단 , 오른쪽 하단 , 후면 파손 있습니다. 애플케어가 있으므로 수리하시고 사용하시면 좋을 것 같습니다.",1 days 03:23:51.944372
175254698,800000,https://img2.joongna.com/media/original/2024/07/05/1720172875581Egc_kndHK.jpg?impolicy=thumb&size=150,아이폰 14프로 (89%) 128g,2024-07-10 10:49:46,경기도 의정부시 의정부1동,생활기스 액정에 아주조금 나머지 깨끗,1 days 06:47:37.944372
174786416,3000,https://img2.joongna.com/media/original/2024/07/02/1719894093214x0k_Urx2J.jpg?impolicy=thumb&size=150,"아이폰 14프로 케이스, 에어팟 프로 케이스 판매합니다",2024-07-10 01:27:57,경기도 시흥시 정왕4동,"각 3,000원 (택미포)

핸드폰을 바꾸게 되어서 저렴하게 판매합니다.",1 days 16:09:26.944372
175813618,99999999,https://img2.joongna.com/media/original/2024/07/09/1720528943421jBo_Q7Ibg.jpg?impolicy=thumb&size=150,아이폰14프로맥스128 블랙,2024-07-09 21:42:26,세종특별자치시 세종특별자치시 조치원읍,"14프로맥스128블랙만 구매하구요

파손,심한하자는 안받습니다.
찔러주세요",1 days 19:54:57.944372
175319821,920000,https://img2.joongna.com/media/original/2024/07/06/1720228477238vab_Kxrk0.jpg?impolicy=thumb&size=150,아이폰14프로128G 깨끗 안전결제가능,2024-07-09 19:25:19,경기도 고양시 일산서구 주엽1동,"베터리성능 83%


128G

크게기스나거나 찍힘없습니다.
상태 전반적으로 깨끗한편 이나 
사용감으로인해 테두리쪽상태는 확인부탁드립니다.
실제와근접하게찍었으니
 외관상태 사진확인해주세요 
기능.성능 이상없습니다 ♡

안전결제 가능 
평일4시이전 당일우체국발송

단순변심 고지내용으로인한 반품은불가 

직거래는 제가있는곳으로 오셔야해요",1 days 22:12:04.944372
175790222,1100000,https://img2.joongna.com/media/original/2024/07/09/1720516786001Ehg_9VTM8.jpg?impolicy=thumb&size=150,아이폰 14프로 1테라(1tb),2024-07-09 18:40:05,대전광역시 중구 목동,"아이폰 14프로 1tb
풀박스입니다.

2022.10. 구매
자급제 제품
배터리 85%
기스 x

새 케이스, 새 필름, 핑거링 함께 드립니다.",1 days 22:57:18.944372
175783502,950000,https://img2.joongna.com/media/original/2024/07/09/1720513613662nKg_cHgLf.jpg?impolicy=thumb&size=150,아이폰 14프로 512 애플케어 자급제,2024-07-09 17:27:18,경기도 파주시 파주읍,"아이폰 14프로 512 퍼플이에요
애플케어기간 남았고요 자급제폰이에요
리퍼 받으실분이 구입하시면 될꺼 같아요
동생이 쓰던거 제가 양도 받은거라 양도는 불가능하고요
보증증명이나 리퍼 받으실때 필요한것 있으면 보내드리겠습니다 자세한 사항은 사진 참고 하시면 될꺼 같아요",2 days 00:10:05.944372
175787259,950000,https://img2.joongna.com/media/original/2024/07/09/1720515338137fL2_eJ40Y.jpg?impolicy=thumb&size=150,아이폰 14프로 딥퍼플 256기가,2024-07-09 17:57:07,경기도 수원시 권선구 곡선동,"기기: 아이폰 14프로 
색상: 퍼플 
저장공간: 256기가 
배터리 성능: 86%
정상해지

새 폰 사서 더이상 필요가 없어서 판매합니다!
초기화 다 해뒀고, 유심 발급해서 사용하시면 됩니다!
카메라, 액정, 소리 다 멀쩡합니다

아래 충전 부분에 약간 흠집이 있고 
그 외에는 깔끔합니다! 

풀박스 제품입니다
안에 충전기랑 유심 빼기, 사과 스티거 다 있습니다:)

필름 강화유리로 교체 해뒀습니다!
남은 필름 3개도 같이 드립니다!

❗️케이스는 없는 상태이니 개봉시 주의해주세요

편하게 연락 주세요😊",1 days 23:40:16.944372
175775814,850000,https://img2.joongna.com/media/original/2024/07/09/1720509910318pN3_E9utB.jpg?impolicy=thumb&size=150,아이폰 14프로 128,2024-07-09 16:25:52,경기도 김포시 장기본동,"생활기스 , 사용감 존재합니다.
심각한거 없어요 ㅎ, 수리이력 일체 없음
배터리성능88프로
모든 기능 문제 없이 작동합니다.
직거래 김포, 택배 가능합니다.
오늘 구매시 80만에 판매합니다",2 days 01:11:31.944372
175743476,850000,https://img2.joongna.com/media/original/2024/07/09/1720495450872e5n_25smD.jpg?impolicy=thumb&size=150,아이폰 14프로 256g 실버 팔아요,2024-07-09 12:26:19,전라북도 익산시 영등2동,"자급제 아이폰14프로 256 실버 팔아요

풀박스이고 추가로 케이스 및 강화필름 3장 드립니다 

전후면측면 기스 없습니다

배터리 효율 84%",2 days 05:11:04.944372
175738751,850000,https://img2.joongna.com/media/original/2024/07/09/1720493458953ASL_McNL5.jpg?impolicy=thumb&size=150,아이폰14프로 128 화이트 풀박,2024-07-09 11:53:32,서울특별시 강서구 염창동,"아이폰14프로 화이트 128
배터리 87% 
항상 케이스 끼고 사용해서 사진처럼 기스 찾기 힘듭니다. 
고장, 수리이력도 없고 엄청 깨끗합니다. 
마지막 사진에 왼쪽 카메라 테두리에 작은 찍힘 있는데 카메라에는 이상 없습니다. 이후 카메라에 보호케이스도 착용했습니다. 
풀박, 케이스 두개 같이 드립니다. 
염창동 승희미용실 앞에서 직거래 합니다.",2 days 05:43:51.944372
172456824,1000000,https://img2.joongna.com/media/original/2024/06/16/1718500704063uwq_zmo9X.jpg?impolicy=thumb&size=150,아이폰14프로 256 애케플ㅇ,2024-07-09 10:04:40,서울특별시 중구 신당동,애케플있어서 액정보호 필름 없이 사용하였고 케이스는 항상 사용했습니다 수리이력 없고 상태매우 좋으며 애케플 기간 쭉 사용하시다 케어 받으시면 됩니다 색상은 딥퍼플이며 자급제로 구매하였습니다 직거래 서울 청구역이며 문의 주세요,2 days 07:32:43.944372
174637217,1550000,https://img2.joongna.com/media/original/2024/07/01/1719805128146jyY_qR4y1.jpg?impolicy=thumb&size=150,자급제 아이폰 14프로맥스 1tb 보증기간 9개월 남음,2024-07-09 08:56:29,인천광역시 부평구 십정1동,"아이폰 24년 3월 구매 
배터리 100% 실버색상 잔기스 흠집 없습니다.

15 사서 어중간한 용량 사용 하느니 마음 편하게 1tb 사용하세요.
그리고 카메라 강화유리와 전면부 강화 유리 부착하였습니다.

10번 미만 충전했던 것으로 기억하고 현재는 박스에 넣어두었습니다. 박스 보관중이에요.

함께 구매한 애플 정품 실리콘 케이스(핑크)도 함께
드려요.

아참, 외관 흠집이 전혀 없어서 내년 3월까지 애플케어플러스 가입이 가능합니다. 애케플 가입하시면 보증기간 2년 시작되요~~",2 days 08:40:54.944372
